code,kind,term,parent_id,modifier_4,modifier_5
N013,category,Rapidly progressive nephritic syndrome,N00-N08,Diffuse mesangial proliferative glomerulonephritis,
N014,category,Rapidly progressive nephritic syndrome,N00-N08,Diffuse endocapillary proliferative glomerulonephritis,
N015,category,Rapidly progressive nephritic syndrome,N00-N08,Diffuse mesangiocapillary glomerulonephritis,
N016,category,Rapidly progressive nephritic syndrome,N00-N08,Dense deposit disease,
N017,category,Rapidly progressive nephritic syndrome,N00-N08,Diffuse crescentic glomerulonephritis,
N018,category,Rapidly progressive nephritic syndrome,N00-N08,Other,
N019,category,Rapidly progressive nephritic syndrome,N00-N08,Unspecified,
N020,category,Recurrent and persistent haematuria,N00-N08,Minor glomerular abnormality,
N021,category,Recurrent and persistent haematuria,N00-N08,Focal and segmental glomerular lesions,
N022,category,Recurrent and persistent haematuria,N00-N08,Diffuse membranous glomerulonephritis,
N023,category,Recurrent and persistent haematuria,N00-N08,Diffuse mesangial proliferative glomerulonephritis,
N024,category,Recurrent and persistent haematuria,N00-N08,Diffuse endocapillary proliferative glomerulonephritis,
N025,category,Recurrent and persistent haematuria,N00-N08,Diffuse mesangiocapillary glomerulonephritis,
N026,category,Recurrent and persistent haematuria,N00-N08,Dense deposit disease,
N027,category,Recurrent and persistent haematuria,N00-N08,Diffuse crescentic glomerulonephritis,
N028,category,Recurrent and persistent haematuria,N00-N08,Other,
N029,category,Recurrent and persistent haematuria,N00-N08,Unspecified,
N030,category,Chronic nephritic syndrome,N00-N08,Minor glomerular abnormality,
N031,category,Chronic nephritic syndrome,N00-N08,Focal and segmental glomerular lesions,
N032,category,Chronic nephritic syndrome,N00-N08,Diffuse membranous glomerulonephritis,
N033,category,Chronic nephritic syndrome,N00-N08,Diffuse mesangial proliferative glomerulonephritis,
N034,category,Chronic nephritic syndrome,N00-N08,Diffuse endocapillary proliferative glomerulonephritis,
N035,category,Chronic nephritic syndrome,N00-N08,Diffuse mesangiocapillary glomerulonephritis,
N036,category,Chronic nephritic syndrome,N00-N08,Dense deposit disease,
N037,category,Chronic nephritic syndrome,N00-N08,Diffuse crescentic glomerulonephritis,
N038,category,Chronic nephritic syndrome,N00-N08,Other,
N039,category,Chronic nephritic syndrome,N00-N08,Unspecified,
N040,category,Nephrotic syndrome,N00-N08,Minor glomerular abnormality,
N041,category,Nephrotic syndrome,N00-N08,Focal and segmental glomerular lesions,
N042,category,Nephrotic syndrome,N00-N08,Diffuse membranous glomerulonephritis,
N043,category,Nephrotic syndrome,N00-N08,Diffuse mesangial proliferative glomerulonephritis,
N044,category,Nephrotic syndrome,N00-N08,Diffuse endocapillary proliferative glomerulonephritis,
N045,category,Nephrotic syndrome,N00-N08,Diffuse mesangiocapillary glomerulonephritis,
N046,category,Nephrotic syndrome,N00-N08,Dense deposit disease,
N047,category,Nephrotic syndrome,N00-N08,Diffuse crescentic glomerulonephritis,
N048,category,Nephrotic syndrome,N00-N08,Other,
N049,category,Nephrotic syndrome,N00-N08,Unspecified,
N050,category,Unspecified nephritic syndrome,N00-N08,Minor glomerular abnormality,
N051,category,Unspecified nephritic syndrome,N00-N08,Focal and segmental glomerular lesions,
N052,category,Unspecified nephritic syndrome,N00-N08,Diffuse membranous glomerulonephritis,
N053,category,Unspecified nephritic syndrome,N00-N08,Diffuse mesangial proliferative glomerulonephritis,
N054,category,Unspecified nephritic syndrome,N00-N08,Diffuse endocapillary proliferative glomerulonephritis,
N055,category,Unspecified nephritic syndrome,N00-N08,Diffuse mesangiocapillary glomerulonephritis,
N056,category,Unspecified nephritic syndrome,N00-N08,Dense deposit disease,
N057,category,Unspecified nephritic syndrome,N00-N08,Diffuse crescentic glomerulonephritis,
N058,category,Unspecified nephritic syndrome,N00-N08,Other,
N059,category,Unspecified nephritic syndrome,N00-N08,Unspecified,
N060,category,Isolated proteinuria with specified morphological lesion,N00-N08,Minor glomerular abnormality,
N061,category,Isolated proteinuria with specified morphological lesion,N00-N08,Focal and segmental glomerular lesions,
N062,category,Isolated proteinuria with specified morphological lesion,N00-N08,Diffuse membranous glomerulonephritis,
N063,category,Isolated proteinuria with specified morphological lesion,N00-N08,Diffuse mesangial proliferative glomerulonephritis,
N064,category,Isolated proteinuria with specified morphological lesion,N00-N08,Diffuse endocapillary proliferative glomerulonephritis,
N065,category,Isolated proteinuria with specified morphological lesion,N00-N08,Diffuse mesangiocapillary glomerulonephritis,
N066,category,Isolated proteinuria with specified morphological lesion,N00-N08,Dense deposit disease,
N067,category,Isolated proteinuria with specified morphological lesion,N00-N08,Diffuse crescentic glomerulonephritis,
N068,category,Isolated proteinuria with specified morphological lesion,N00-N08,Other,
N069,category,Isolated proteinuria with specified morphological lesion,N00-N08,Unspecified,
N070,category,"Hereditary nephropathy, not elsewhere classified",N00-N08,Minor glomerular abnormality,
N071,category,"Hereditary nephropathy, not elsewhere classified",N00-N08,Focal and segmental glomerular lesions,
N072,category,"Hereditary nephropathy, not elsewhere classified",N00-N08,Diffuse membranous glomerulonephritis,
N073,category,"Hereditary nephropathy, not elsewhere classified",N00-N08,Diffuse mesangial proliferative glomerulonephritis,
N074,category,"Hereditary nephropathy, not elsewhere classified",N00-N08,Diffuse endocapillary proliferative glomerulonephritis,
N075,category,"Hereditary nephropathy, not elsewhere classified",N00-N08,Diffuse mesangiocapillary glomerulonephritis,
N076,category,"Hereditary nephropathy, not elsewhere classified",N00-N08,Dense deposit disease,
N077,category,"Hereditary nephropathy, not elsewhere classified",N00-N08,Diffuse crescentic glomerulonephritis,
N078,category,"Hereditary nephropathy, not elsewhere classified",N00-N08,Other,
N079,category,"Hereditary nephropathy, not elsewhere classified",N00-N08,Unspecified,
O030,category,Spontaneous abortion,O00-O08,"Incomplete, complicated by genital tract and pelvic infection",
O031,category,Spontaneous abortion,O00-O08,"Incomplete, complicated by delayed or excessive haemorrhage",
O032,category,Spontaneous abortion,O00-O08,"Incomplete, complicated by embolism",
O033,category,Spontaneous abortion,O00-O08,"Incomplete, with other and unspecified complications",
O034,category,Spontaneous abortion,O00-O08,"Incomplete, without complication",
O035,category,Spontaneous abortion,O00-O08,"Complete or unspecified, complicated by genital tract and pelvic infection",
O036,category,Spontaneous abortion,O00-O08,"Complete or unspecified, complicated by delayed or excessive haemorrhage",
O037,category,Spontaneous abortion,O00-O08,"Complete or unspecified, complicated by embolism",
O038,category,Spontaneous abortion,O00-O08,"Complete or unspecified, with other and unspecified complications",
O039,category,Spontaneous abortion,O00-O08,"Complete or unspecified, without complication",
O040,category,Medical abortion,O00-O08,"Incomplete, complicated by genital tract and pelvic infection",
O041,category,Medical abortion,O00-O08,"Incomplete, complicated by delayed or excessive haemorrhage",
O042,category,Medical abortion,O00-O08,"Incomplete, complicated by embolism",
O043,category,Medical abortion,O00-O08,"Incomplete, with other and unspecified complications",
O044,category,Medical abortion,O00-O08,"Incomplete, without complication",
O045,category,Medical abortion,O00-O08,"Complete or unspecified, complicated by genital tract and pelvic infection",
O046,category,Medical abortion,O00-O08,"Complete or unspecified, complicated by delayed or excessive haemorrhage",
O047,category,Medical abortion,O00-O08,"Complete or unspecified, complicated by embolism",
O048,category,Medical abortion,O00-O08,"Complete or unspecified, with other and unspecified complications",
O049,category,Medical abortion,O00-O08,"Complete or unspecified, without complication",
O050,category,Other abortion,O00-O08,"Incomplete, complicated by genital tract and pelvic infection",
O051,category,Other abortion,O00-O08,"Incomplete, complicated by delayed or excessive haemorrhage",
O052,category,Other abortion,O00-O08,"Incomplete, complicated by embolism",
O053,category,Other abortion,O00-O08,"Incomplete, with other and unspecified complications",
O054,category,Other abortion,O00-O08,"Incomplete, without complication",
O055,category,Other abortion,O00-O08,"Complete or unspecified, complicated by genital tract and pelvic infection",
O056,category,Other abortion,O00-O08,"Complete or unspecified, complicated by delayed or excessive haemorrhage",
O057,category,Other abortion,O00-O08,"Complete or unspecified, complicated by embolism",
O058,category,Other abortion,O00-O08,"Complete or unspecified, with other and unspecified complications",
O059,category,Other abortion,O00-O08,"Complete or unspecified, without complication",
O060,category,Unspecified abortion,O00-O08,"Incomplete, complicated by genital tract and pelvic infection",
O061,category,Unspecified abortion,O00-O08,"Incomplete, complicated by delayed or excessive haemorrhage",
O062,category,Unspecified abortion,O00-O08,"Incomplete, complicated by embolism",
O063,category,Unspecified abortion,O00-O08,"Incomplete, with other and unspecified complications",
O064,category,Unspecified abortion,O00-O08,"Incomplete, without complication",
O065,category,Unspecified abortion,O00-O08,"Complete or unspecified, complicated by genital tract and pelvic infection",
O066,category,Unspecified abortion,O00-O08,"Complete or unspecified, complicated by delayed or excessive haemorrhage",
O067,category,Unspecified abortion,O00-O08,"Complete or unspecified, complicated by embolism",
O068,category,Unspecified abortion,O00-O08,"Complete or unspecified, with other and unspecified complications",
O069,category,Unspecified abortion,O00-O08,"Complete or unspecified, without complication",
R830,category,Abnormal findings in cerebrospinal fluid,R83-R89,Abnormal level of enzymes,
R831,category,Abnormal findings in cerebrospinal fluid,R83-R89,Abnormal level of hormones,
R832,category,Abnormal findings in cerebrospinal fluid,R83-R89,"Abnormal level of other drugs, medicaments and biological substances",
R833,category,Abnormal findings in cerebrospinal fluid,R83-R89,Abnormal level of substances chiefly nonmedicinal as to source,
R834,category,Abnormal findings in cerebrospinal fluid,R83-R89,Abnormal immunological findings,
R835,category,Abnormal findings in cerebrospinal fluid,R83-R89,Abnormal microbiological findings,
R836,category,Abnormal findings in cerebrospinal fluid,R83-R89,Abnormal cytological findings,
R837,category,Abnormal findings in cerebrospinal fluid,R83-R89,Abnormal histological findings,
R838,category,Abnormal findings in cerebrospinal fluid,R83-R89,Other abnormal findings,
R839,category,Abnormal findings in cerebrospinal fluid,R83-R89,Unspecified abnormal finding,
R840,category,Abnormal findings in specimens from respiratory organs and thorax,R83-R89,Abnormal level of enzymes,
R841,category,Abnormal findings in specimens from respiratory organs and thorax,R83-R89,Abnormal level of hormones,
R842,category,Abnormal findings in specimens from respiratory organs and thorax,R83-R89,"Abnormal level of other drugs, medicaments and biological substances",
R843,category,Abnormal findings in specimens from respiratory organs and thorax,R83-R89,Abnormal level of substances chiefly nonmedicinal as to source,
R844,category,Abnormal findings in specimens from respiratory organs and thorax,R83-R89,Abnormal immunological findings,
R845,category,Abnormal findings in specimens from respiratory organs and thorax,R83-R89,Abnormal microbiological findings,
R846,category,Abnormal findings in specimens from respiratory organs and thorax,R83-R89,Abnormal cytological findings,
R847,category,Abnormal findings in specimens from respiratory organs and thorax,R83-R89,Abnormal histological findings,
R848,category,Abnormal findings in specimens from respiratory organs and thorax,R83-R89,Other abnormal findings,
R849,category,Abnormal findings in specimens from respiratory organs and thorax,R83-R89,Unspecified abnormal finding,
R850,category,Abnormal findings in specimens from digestive organs and abdominal cavity,R83-R89,Abnormal level of enzymes,
R851,category,Abnormal findings in specimens from digestive organs and abdominal cavity,R83-R89,Abnormal level of hormones,
R852,category,Abnormal findings in specimens from digestive organs and abdominal cavity,R83-R89,"Abnormal level of other drugs, medicaments and biological substances",
R853,category,Abnormal findings in specimens from digestive organs and abdominal cavity,R83-R89,Abnormal level of substances chiefly nonmedicinal as to source,
R854,category,Abnormal findings in specimens from digestive organs and abdominal cavity,R83-R89,Abnormal immunological findings,
R855,category,Abnormal findings in specimens from digestive organs and abdominal cavity,R83-R89,Abnormal microbiological findings,
R856,category,Abnormal findings in specimens from digestive organs and abdominal cavity,R83-R89,Abnormal cytological findings,
R857,category,Abnormal findings in specimens from digestive organs and abdominal cavity,R83-R89,Abnormal histological findings,
R858,category,Abnormal findings in specimens from digestive organs and abdominal cavity,R83-R89,Other abnormal findings,
R859,category,Abnormal findings in specimens from digestive organs and abdominal cavity,R83-R89,Unspecified abnormal finding,
R860,category,Abnormal findings in specimens from male genital organs,R83-R89,Abnormal level of enzymes,
R861,category,Abnormal findings in specimens from male genital organs,R83-R89,Abnormal level of hormones,
R862,category,Abnormal findings in specimens from male genital organs,R83-R89,"Abnormal level of other drugs, medicaments and biological substances",
R863,category,Abnormal findings in specimens from male genital organs,R83-R89,Abnormal level of substances chiefly nonmedicinal as to source,
R864,category,Abnormal findings in specimens from male genital organs,R83-R89,Abnormal immunological findings,
R865,category,Abnormal findings in specimens from male genital organs,R83-R89,Abnormal microbiological findings,
R866,category,Abnormal findings in specimens from male genital organs,R83-R89,Abnormal cytological findings,
R867,category,Abnormal findings in specimens from male genital organs,R83-R89,Abnormal histological findings,
R868,category,Abnormal findings in specimens from male genital organs,R83-R89,Other abnormal findings,
R869,category,Abnormal findings in specimens from male genital organs,R83-R89,Unspecified abnormal finding,
R870,category,Abnormal findings in specimens from female genital organs,R83-R89,Abnormal level of enzymes,
R871,category,Abnormal findings in specimens from female genital organs,R83-R89,Abnormal level of hormones,
R872,category,Abnormal findings in specimens from female genital organs,R83-R89,"Abnormal level of other drugs, medicaments and biological substances",
R873,category,Abnormal findings in specimens from female genital organs,R83-R89,Abnormal level of substances chiefly nonmedicinal as to source,
R874,category,Abnormal findings in specimens from female genital organs,R83-R89,Abnormal immunological findings,
R875,category,Abnormal findings in specimens from female genital organs,R83-R89,Abnormal microbiological findings,
R876,category,Abnormal findings in specimens from female genital organs,R83-R89,Abnormal cytological findings,
R877,category,Abnormal findings in specimens from female genital organs,R83-R89,Abnormal histological findings,
R878,category,Abnormal findings in specimens from female genital organs,R83-R89,Other abnormal findings,
R879,category,Abnormal findings in specimens from female genital organs,R83-R89,Unspecified abnormal finding,
R890,category,"Abnormal findings in specimens from other organs, systems and tissues",R83-R89,Abnormal level of enzymes,
R891,category,"Abnormal findings in specimens from other organs, systems and tissues",R83-R89,Abnormal level of hormones,
R892,category,"Abnormal findings in specimens from other organs, systems and tissues",R83-R89,"Abnormal level of other drugs, medicaments and biological substances",
R893,category,"Abnormal findings in specimens from other organs, systems and tissues",R83-R89,Abnormal level of substances chiefly nonmedicinal as to source,
R894,category,"Abnormal findings in specimens from other organs, systems and tissues",R83-R89,Abnormal immunological findings,
R895,category,"Abnormal findings in specimens from other organs, systems and tissues",R83-R89,Abnormal microbiological findings,
R896,category,"Abnormal findings in specimens from other organs, systems and tissues",R83-R89,Abnormal cytological findings,
R897,category,"Abnormal findings in specimens from other organs, systems and tissues",R83-R89,Abnormal histological findings,
R898,category,"Abnormal findings in specimens from other organs, systems and tissues",R83-R89,Other abnormal findings,
R899,category,"Abnormal findings in specimens from other organs, systems and tissues",R83-R89,Unspecified abnormal finding,
S0200,category,Fracture of vault of skull,S02,,closed
S0201,category,Fracture of vault of skull,S02,,open
S0210,category,Fracture of base of skull,S02,,closed
S0211,category,Fracture of base of skull,S02,,open
S0220,category,Fracture of nasal bones,S02,,closed
S0221,category,Fracture of nasal bones,S02,,open
S0230,category,Fracture of orbital floor,S02,,closed
S0231,category,Fracture of orbital floor,S02,,open
S0240,category,Fracture of malar and maxillary bones,S02,,closed
S0241,category,Fracture of malar and maxillary bones,S02,,open
S0250,category,Fracture of tooth,S02,,closed
S0251,category,Fracture of tooth,S02,,open
S0260,category,Fracture of mandible,S02,,closed
S0261,category,Fracture of mandible,S02,,open
S0270,category,Multiple fractures involving skull and facial bones,S02,,closed
S0271,category,Multiple fractures involving skull and facial bones,S02,,open
S0280,category,Fractures of other skull and facial bones,S02,,closed
S0281,category,Fractures of other skull and facial bones,S02,,open
S0290,category,"Fracture of skull and facial bones, part unspecified",S02,,closed
S0291,category,"Fracture of skull and facial bones, part unspecified",S02,,open
S0600,category,Concussion,S06,,without open intracranial wound
S0601,category,Concussion,S06,,with open intracranial wound
S0610,category,Traumatic cerebral oedema,S06,,without open intracranial wound
S0611,category,Traumatic cerebral oedema,S06,,with open intracranial wound
S0620,category,Diffuse brain injury,S06,,without open intracranial wound
S0621,category,Diffuse brain injury,S06,,with open intracranial wound
S0630,category,Focal brain injury,S06,,without open intracranial wound
S0631,category,Focal brain injury,S06,,with open intracranial wound
S0640,category,Epidural haemorrhage,S06,,without open intracranial wound
S0641,category,Epidural haemorrhage,S06,,with open intracranial wound
S0650,category,Traumatic subdural haemorrhage,S06,,without open intracranial wound
S0651,category,Traumatic subdural haemorrhage,S06,,with open intracranial wound
S0660,category,Traumatic subarachnoid haemorrhage,S06,,without open intracranial wound
S0661,category,Traumatic subarachnoid haemorrhage,S06,,with open intracranial wound
S0670,category,Intracranial injury with prolonged coma,S06,,without open intracranial wound
S0671,category,Intracranial injury with prolonged coma,S06,,with open intracranial wound
S0680,category,Other intracranial injuries,S06,,without open intracranial wound
S0681,category,Other intracranial injuries,S06,,with open intracranial wound
S0690,category,"Intracranial injury, unspecified",S06,,without open intracranial wound
S0691,category,"Intracranial injury, unspecified",S06,,with open intracranial wound
S1200,category,Fracture of first cervical vertebra,S12,,closed
S1201,category,Fracture of first cervical vertebra,S12,,open
S1210,category,Fracture of second cervical vertebra,S12,,closed
S1211,category,Fracture of second cervical vertebra,S12,,open
S1220,category,Fracture of other specified cervical vertebra,S12,,closed
S1221,category,Fracture of other specified cervical vertebra,S12,,open
S1270,category,Multiple fractures of cervical spine,S12,,closed
S1271,category,Multiple fractures of cervical spine,S12,,open
S1280,category,Fracture of other parts of neck,S12,,closed
S1281,category,Fracture of other parts of neck,S12,,open
S1290,category,"Fracture of neck, part unspecified",S12,,closed
S1291,category,"Fracture of neck, part unspecified",S12,,open
S2200,category,Fracture of thoracic vertebra,S22,,closed
S2201,category,Fracture of thoracic vertebra,S22,,open
S2210,category,Multiple fractures of thoracic spine,S22,,closed
S2211,category,Multiple fractures of thoracic spine,S22,,open
S2220,category,Fracture of sternum,S22,,closed
S2221,category,Fracture of sternum,S22,,open
S2230,category,Fracture of rib,S22,,closed
S2231,category,Fracture of rib,S22,,open
S2240,category,Multiple fractures of ribs,S22,,closed
S2241,category,Multiple fractures of ribs,S22,,open
S2250,category,Flail chest,S22,,closed
S2251,category,Flail chest,S22,,open
S2280,category,Fracture of other parts of bony thorax,S22,,closed
S2281,category,Fracture of other parts of bony thorax,S22,,open
S2290,category,"Fracture of bony thorax, part unspecified",S22,,closed
S2291,category,"Fracture of bony thorax, part unspecified",S22,,open
S2600,category,Injury of heart with haemopericardium,S26,,without open wound into thoracic cavity
S2601,category,Injury of heart with haemopericardium,S26,,with open wound into thoracic cavity
S2680,category,Other injuries of heart,S26,,without open wound into thoracic cavity
S2681,category,Other injuries of heart,S26,,with open wound into thoracic cavity
S2690,category,"Injury of heart, unspecified",S26,,without open wound into thoracic cavity
S2691,category,"Injury of heart, unspecified",S26,,with open wound into thoracic cavity
S2700,category,Traumatic pneumothorax,S27,,without open wound into thoracic cavity
S2701,category,Traumatic pneumothorax,S27,,with open wound into thoracic cavity
S2710,category,Traumatic haemothorax,S27,,without open wound into thoracic cavity
S2711,category,Traumatic haemothorax,S27,,with open wound into thoracic cavity
S2720,category,Traumatic haemopneumothorax,S27,,without open wound into thoracic cavity
S2721,category,Traumatic haemopneumothorax,S27,,with open wound into thoracic cavity
S2730,category,Other injuries of lung,S27,,without open wound into thoracic cavity
S2731,category,Other injuries of lung,S27,,with open wound into thoracic cavity
S2740,category,Injury of bronchus,S27,,without open wound into thoracic cavity
S2741,category,Injury of bronchus,S27,,with open wound into thoracic cavity
S2750,category,Injury of thoracic trachea,S27,,without open wound into thoracic cavity
S2751,category,Injury of thoracic trachea,S27,,with open wound into thoracic cavity
S2760,category,Injury of pleura,S27,,without open wound into thoracic cavity
S2761,category,Injury of pleura,S27,,with open wound into thoracic cavity
S2770,category,Multiple injuries of intrathoracic organs,S27,,without open wound into thoracic cavity
S2771,category,Multiple injuries of intrathoracic organs,S27,,with open wound into thoracic cavity
S2780,category,Injury of other specified intrathoracic organs,S27,,without open wound into thoracic cavity
S2781,category,Injury of other specified intrathoracic organs,S27,,with open wound into thoracic cavity
S2790,category,Injury of unspecified intrathoracic organ,S27,,without open wound into thoracic cavity
S2791,category,Injury of unspecified intrathoracic organ,S27,,with open wound into thoracic cavity
S3200,category,Fracture of lumbar vertebra,S32,,closed
S3201,category,Fracture of lumbar vertebra,S32,,open
S3210,category,Fracture of sacrum,S32,,closed
S3211,category,Fracture of sacrum,S32,,open
S3220,category,Fracture of coccyx,S32,,closed
S3221,category,Fracture of coccyx,S32,,open
S3230,category,Fracture of ilium,S32,,closed
S3231,category,Fracture of ilium,S32,,open
S3240,category,Fracture of acetabulum,S32,,closed
S3241,category,Fracture of acetabulum,S32,,open
S3250,category,Fracture of pubis,S32,,closed
S3251,category,Fracture of pubis,S32,,open
S3270,category,Multiple fractures of lumbar spine and pelvis,S32,,closed
S3271,category,Multiple fractures of lumbar spine and pelvis,S32,,open
S3280,category,Fracture of other and unspecified parts of lumbar spine and pelvis,S32,,closed
S3281,category,Fracture of other and unspecified parts of lumbar spine and pelvis,S32,,open
S3600,category,Injury of spleen,S36,,without open wound into cavity
S3601,category,Injury of spleen,S36,,with open wound into cavity
S3610,category,Injury of liver or gallbladder,S36,,without open wound into cavity
S3611,category,Injury of liver or gallbladder,S36,,with open wound into cavity
S3620,category,Injury of pancreas,S36,,without open wound into cavity
S3621,category,Injury of pancreas,S36,,with open wound into cavity
S3630,category,Injury of stomach,S36,,without open wound into cavity
S3631,category,Injury of stomach,S36,,with open wound into cavity
S3640,category,Injury of small intestine,S36,,without open wound into cavity
S3641,category,Injury of small intestine,S36,,with open wound into cavity
S3650,category,Injury of colon,S36,,without open wound into cavity
S3651,category,Injury of colon,S36,,with open wound into cavity
S3660,category,Injury of rectum,S36,,without open wound into cavity
S3661,category,Injury of rectum,S36,,with open wound into cavity
S3670,category,Injury of multiple intra-abdominal organs,S36,,without open wound into cavity
S3671,category,Injury of multiple intra-abdominal organs,S36,,with open wound into cavity
S3680,category,Injury of other intra-abdominal organs,S36,,without open wound into cavity
S3681,category,Injury of other intra-abdominal organs,S36,,with open wound into cavity
S3690,category,Injury of unspecified intra-abdominal organ,S36,,without open wound into cavity
S3691,category,Injury of unspecified intra-abdominal organ,S36,,with open wound into cavity
S3700,category,Injury of kidney,S37,,without open wound into cavity
S3701,category,Injury of kidney,S37,,with open wound into cavity
S3710,category,Injury of ureter,S37,,without open wound into cavity
S3711,category,Injury of ureter,S37,,with open wound into cavity
S3720,category,Injury of bladder,S37,,without open wound into cavity
S3721,category,Injury of bladder,S37,,with open wound into cavity
S3730,category,Injury of urethra,S37,,without open wound into cavity
S3731,category,Injury of urethra,S37,,with open wound into cavity
S3740,category,Injury of ovary,S37,,without open wound into cavity
S3741,category,Injury of ovary,S37,,with open wound into cavity
S3750,category,Injury of fallopian tube,S37,,without open wound into cavity
S3751,category,Injury of fallopian tube,S37,,with open wound into cavity
S3760,category,Injury of uterus,S37,,without open wound into cavity
S3761,category,Injury of uterus,S37,,with open wound into cavity
S3770,category,Injury of multiple pelvic organs,S37,,without open wound into cavity
S3771,category,Injury of multiple pelvic organs,S37,,with open wound into cavity
S3780,category,Injury of other pelvic organs,S37,,without open wound into cavity
S3781,category,Injury of other pelvic organs,S37,,with open wound into cavity
S3790,category,Injury of unspecified pelvic organ,S37,,without open wound into cavity
S3791,category,Injury of unspecified pelvic organ,S37,,with open wound into cavity
S4200,category,Fracture of clavicle,S42,,closed
S4201,category,Fracture of clavicle,S42,,open
S4210,category,Fracture of scapula,S42,,closed
S4211,category,Fracture of scapula,S42,,open
S4220,category,Fracture of upper end of humerus,S42,,closed
S4221,category,Fracture of upper end of humerus,S42,,open
S4230,category,Fracture of shaft of humerus,S42,,closed
S4231,category,Fracture of shaft of humerus,S42,,open
S4240,category,Fracture of lower end of humerus,S42,,closed
S4241,category,Fracture of lower end of humerus,S42,,open
S4270,category,"Multiple fractures of clavicle, scapula and humerus",S42,,closed
S4271,category,"Multiple fractures of clavicle, scapula and humerus",S42,,open
S4280,category,Fracture of other parts of shoulder and upper arm,S42,,closed
S4281,category,Fracture of other parts of shoulder and upper arm,S42,,open
S4290,category,"Fracture of shoulder girdle, part unspecified",S42,,closed
S4291,category,"Fracture of shoulder girdle, part unspecified",S42,,open
S5200,category,Fracture of upper end of ulna,S52,,closed
S5201,category,Fracture of upper end of ulna,S52,,open
S5210,category,Fracture of upper end of radius,S52,,closed
S5211,category,Fracture of upper end of radius,S52,,open
S5220,category,Fracture of shaft of ulna,S52,,closed
S5221,category,Fracture of shaft of ulna,S52,,open
S5230,category,Fracture of shaft of radius,S52,,closed
S5231,category,Fracture of shaft of radius,S52,,open
S5240,category,Fracture of shafts of both ulna and radius,S52,,closed
S5241,category,Fracture of shafts of both ulna and radius,S52,,open
S5250,category,Fracture of lower end of radius,S52,,closed
S5251,category,Fracture of lower end of radius,S52,,open
S5260,category,Fracture of lower end of both ulna and radius,S52,,closed
S5261,category,Fracture of lower end of both ulna and radius,S52,,open
S5270,category,Multiple fractures of forearm,S52,,closed
S5271,category,Multiple fractures of forearm,S52,,open
S5280,category,Fracture of other parts of forearm,S52,,closed
S5281,category,Fracture of other parts of forearm,S52,,open
S5290,category,"Fracture of forearm, part unspecified",S52,,closed
S5291,category,"Fracture of forearm, part unspecified",S52,,open
S6200,category,Fracture of navicular [scaphoid] bone of hand,S62,,closed
S6201,category,Fracture of navicular [scaphoid] bone of hand,S62,,open
S6210,category,Fracture of other carpal bone(s),S62,,closed
S6211,category,Fracture of other carpal bone(s),S62,,open
S6220,category,Fracture of first metacarpal bone,S62,,closed
S6221,category,Fracture of first metacarpal bone,S62,,open
S6230,category,Fracture of other metacarpal bone,S62,,closed
S6231,category,Fracture of other metacarpal bone,S62,,open
S6240,category,Multiple fractures of metacarpal bones,S62,,closed
S6241,category,Multiple fractures of metacarpal bones,S62,,open
S6250,category,Fracture of thumb,S62,,closed
S6251,category,Fracture of thumb,S62,,open
S6260,category,Fracture of other finger,S62,,closed
S6261,category,Fracture of other finger,S62,,open
S6270,category,Multiple fractures of fingers,S62,,closed
S6271,category,Multiple fractures of fingers,S62,,open
S6280,category,Fracture of other and unspecified parts of wrist and hand,S62,,closed
S6281,category,Fracture of other and unspecified parts of wrist and hand,S62,,open
S7200,category,Fracture of neck of femur,S72,,closed
S7201,category,Fracture of neck of femur,S72,,open
S7210,category,Pertrochanteric fracture,S72,,closed
S7211,category,Pertrochanteric fracture,S72,,open
S7220,category,Subtrochanteric fracture,S72,,closed
S7221,category,Subtrochanteric fracture,S72,,open
S7230,category,Fracture of shaft of femur,S72,,closed
S7231,category,Fracture of shaft of femur,S72,,open
S7240,category,Fracture of lower end of femur,S72,,closed
S7241,category,Fracture of lower end of femur,S72,,open
S7270,category,Multiple fractures of femur,S72,,closed
S7271,category,Multiple fractures of femur,S72,,open
S7280,category,Fractures of other parts of femur,S72,,closed
S7281,category,Fractures of other parts of femur,S72,,open
S7290,category,"Fracture of femur, part unspecified",S72,,closed
S7291,category,"Fracture of femur, part unspecified",S72,,open
S8200,category,Fracture of patella,S82,,closed
S8201,category,Fracture of patella,S82,,open
S8210,category,Fracture of upper end of tibia,S82,,closed
S8211,category,Fracture of upper end of tibia,S82,,open
S8220,category,Fracture of shaft of tibia,S82,,closed
S8221,category,Fracture of shaft of tibia,S82,,open
S8230,category,Fracture of lower end of tibia,S82,,closed
S8231,category,Fracture of lower end of tibia,S82,,open
S8240,category,Fracture of fibula alone,S82,,closed
S8241,category,Fracture of fibula alone,S82,,open
S8250,category,Fracture of medial malleolus,S82,,closed
S8251,category,Fracture of medial malleolus,S82,,open
S8260,category,Fracture of lateral malleolus,S82,,closed
S8261,category,Fracture of lateral malleolus,S82,,open
S8270,category,Multiple fractures of lower leg,S82,,closed
S8271,category,Multiple fractures of lower leg,S82,,open
S8280,category,Fractures of other parts of lower leg,S82,,closed
S8281,category,Fractures of other parts of lower leg,S82,,open
S8290,category,"Fracture of lower leg, part unspecified",S82,,closed
S8291,category,"Fracture of lower leg, part unspecified",S82,,open
S9200,category,Fracture of calcaneus,S92,,closed
S9201,category,Fracture of calcaneus,S92,,open
